2021.03.17,13:40,1736.90000,1737.09000,1736.89000,1737.02000,147
2021.03.17,13:41,1737.03000,1737.10000,1736.42000,1736.50000,150
2021.03.17,13:42,1736.50000,1736.65000,1736.28000,1736.30000,202
2021.03.17,13:43,1736.30000,1736.34000,1736.07000,1736.15000,126
2021.03.17,13:44,1736.15000,1736.45000,1735.97000,1736.37000,94
2021.03.17,13:45,1736.38000,1736.46000,1736.28000,1736.44000,57
2021.03.17,13:46,1736.43000,1736.48000,1736.15000,1736.15000,115
2021.03.17,13:47,1736.15000,1736.28000,1736.10000,1736.21000,83
2021.03.17,13:48,1736.21000,1736.47000,1736.20000,1736.22000,85
2021.03.17,13:49,1736.22000,1736.24000,1736.00000,1736.08000,102
2021.03.17,13:50,1736.08000,1736.45000,1736.08000,1736.18000,78
2021.03.17,13:51,1736.18000,1736.41000,1736.12000,1736.26000,71
2021.03.17,13:52,1736.26000,1736.52000,1736.22000,1736.46000,74
2021.03.17,13:53,1736.49000,1736.50000,1736.05000,1736.12000,70
2021.03.17,13:54,1736.12000,1736.27000,1736.09000,1736.14000,58
2021.03.17,13:55,1736.14000,1736.27000,1736.03000,1736.03000,93
2021.03.17,13:56,1736.03000,1736.06000,1735.74000,1735.75000,65
2021.03.17,13:57,1735.75000,1735.81000,1735.02000,1735.23000,165
2021.03.17,13:58,1735.23000,1735.29000,1734.78000,1735.01000,220
2021.03.17,13:59,1735.01000,1735.17000,1734.59000,1735.12000,317
2021.03.17,14:00,1735.11000,1735.30000,1734.77000,1734.85000,336
2021.03.17,14:01,1734.85000,1734.95000,1734.58000,1734.58000,323
2021.03.17,14:02,1734.60000,1734.97000,1734.36000,1734.81000,341
2021.03.17,14:03,1734.81000,1734.83000,1734.37000,1734.44000,164
2021.03.17,14:04,1734.44000,1734.54000,1734.29000,1734.44000,163
2021.03.17,14:05,1734.42000,1734.50000,1734.22000,1734.28000,158
2021.03.17,14:06,1734.07000,1734.07000,1733.23000,1733.23000,320
2021.03.17,14:07,1733.23000,1733.26000,1732.79000,1732.84000,253
2021.03.17,14:08,1732.86000,1732.93000,1732.03000,1732.06000,326
2021.03.17,14:09,1732.06000,1732.24000,1731.43000,1731.72000,403
2021.03.17,14:10,1731.72000,1731.97000,1731.44000,1731.86000,560
2021.03.17,14:11,1731.86000,1731.91000,1730.71000,1730.86000,367
2021.03.17,14:12,1730.86000,1731.31000,1730.56000,1731.25000,334
2021.03.17,14:13,1731.26000,1731.37000,1730.71000,1730.92000,217
2021.03.17,14:14,1730.92000,1730.95000,1730.54000,1730.92000,243
2021.03.17,14:15,1730.94000,1730.99000,1730.57000,1730.59000,236
2021.03.17,14:16,1730.59000,1730.68000,1729.08000,1729.45000,608
2021.03.17,14:17,1729.45000,1729.47000,1728.80000,1729.01000,514
2021.03.17,14:18,1729.03000,1729.47000,1728.53000,1729.38000,443
2021.03.17,14:19,1729.39000,1729.63000,1729.26000,1729.53000,439
2021.03.17,14:20,1729.52000,1729.60000,1729.03000,1729.14000,329
2021.03.17,14:21,1729.14000,1729.69000,1728.89000,1729.57000,282
2021.03.17,14:22,1729.57000,1729.72000,1729.32000,1729.63000,203
2021.03.17,14:23,1729.63000,1729.71000,1728.56000,1728.66000,290
2021.03.17,14:24,1728.66000,1729.14000,1728.52000,1728.94000,355
2021.03.17,14:25,1728.94000,1728.94000,1728.26000,1728.44000,486
2021.03.17,14:26,1728.44000,1728.71000,1728.22000,1728.39000,352
2021.03.17,14:27,1728.39000,1728.76000,1728.23000,1728.38000,417
2021.03.17,14:28,1728.37000,1728.55000,1728.07000,1728.41000,350
2021.03.17,14:29,1728.41000,1728.49000,1727.96000,1728.01000,231
2021.03.17,14:30,1728.01000,1728.34000,1727.89000,1727.98000,373
2021.03.17,14:31,1727.98000,1728.30000,1727.94000,1728.08000,229
2021.03.17,14:32,1728.08000,1728.69000,1727.99000,1728.68000,292
2021.03.17,14:33,1728.68000,1729.01000,1728.60000,1728.99000,239
2021.03.17,14:34,1728.99000,1729.01000,1728.76000,1728.91000,208
2021.03.17,14:35,1728.91000,1728.91000,1728.34000,1728.58000,227
2021.03.17,14:36,1728.58000,1728.74000,1728.14000,1728.26000,282
2021.03.17,14:37,1728.25000,1728.76000,1727.92000,1728.57000,375
2021.03.17,14:38,1728.57000,1728.89000,1728.46000,1728.88000,404
2021.03.17,14:39,1728.89000,1729.44000,1728.88000,1728.98000,562
2021.03.17,14:40,1728.98000,1728.99000,1728.49000,1728.90000,406
2021.03.17,14:41,1728.90000,1729.49000,1728.84000,1729.24000,248
2021.03.17,14:42,1729.24000,1729.36000,1728.75000,1729.06000,233
2021.03.17,14:43,1729.08000,1729.15000,1728.62000,1728.85000,308
2021.03.17,14:44,1728.85000,1729.05000,1728.61000,1729.05000,363
2021.03.17,14:45,1729.05000,1729.05000,1728.42000,1728.62000,428
2021.03.17,14:46,1728.60000,1728.70000,1727.92000,1728.69000,329
2021.03.17,14:47,1728.69000,1729.18000,1728.50000,1728.94000,451
2021.03.17,14:48,1728.94000,1729.08000,1728.84000,1728.93000,246
2021.03.17,14:49,1728.96000,1729.58000,1728.90000,1729.54000,271
2021.03.17,14:50,1729.54000,1729.76000,1729.24000,1729.50000,297
2021.03.17,14:51,1729.51000,1729.80000,1729.47000,1729.72000,303
2021.03.17,14:52,1729.72000,1729.78000,1729.43000,1729.64000,274
2021.03.17,14:53,1729.64000,1729.64000,1729.34000,1729.45000,279
2021.03.17,14:54,1729.46000,1729.71000,1729.36000,1729.65000,288
2021.03.17,14:55,1729.65000,1730.15000,1729.55000,1729.96000,326
2021.03.17,14:56,1729.96000,1730.13000,1729.73000,1730.04000,175
2021.03.17,14:57,1730.04000,1730.10000,1729.65000,1729.98000,266
2021.03.17,14:58,1729.98000,1730.02000,1729.70000,1729.70000,410
2021.03.17,14:59,1729.72000,1729.80000,1729.31000,1729.45000,253
2021.03.17,15:00,1729.45000,1729.63000,1728.84000,1729.24000,521
2021.03.17,15:01,1729.24000,1729.68000,1729.04000,1729.63000,405
2021.03.17,15:02,1729.63000,1730.07000,1729.49000,1729.86000,304
2021.03.17,15:03,1729.86000,1729.92000,1729.09000,1729.66000,435
2021.03.17,15:04,1729.66000,1730.07000,1729.52000,1729.85000,359
2021.03.17,15:05,1729.85000,1729.90000,1729.23000,1729.77000,307
2021.03.17,15:06,1729.76000,1729.84000,1729.28000,1729.44000,287
2021.03.17,15:07,1729.44000,1729.63000,1729.09000,1729.50000,279
2021.03.17,15:08,1729.50000,1729.50000,1728.97000,1729.17000,250
2021.03.17,15:09,1729.17000,1729.42000,1729.06000,1729.35000,283
2021.03.17,15:10,1729.35000,1729.35000,1728.25000,1728.54000,364
2021.03.17,15:11,1728.54000,1729.54000,1728.41000,1729.51000,300
2021.03.17,15:12,1729.51000,1730.51000,1729.50000,1730.00000,460
2021.03.17,15:13,1729.99000,1730.24000,1729.52000,1730.10000,357
2021.03.17,15:14,1730.10000,1730.22000,1729.88000,1730.19000,191
2021.03.17,15:15,1730.19000,1730.59000,1729.82000,1730.28000,273
2021.03.17,15:16,1730.28000,1730.69000,1730.21000,1730.42000,246
2021.03.17,15:17,1730.42000,1731.07000,1730.32000,1730.57000,268
2021.03.17,15:18,1730.56000,1731.54000,1730.56000,1731.38000,305
2021.03.17,15:19,1731.38000,1731.43000,1730.98000,1731.02000,428
2021.03.17,15:20,1731.02000,1731.43000,1730.86000,1731.35000,421
2021.03.17,15:21,1731.37000,1731.98000,1730.84000,1730.89000,439
2021.03.17,15:22,1730.89000,1731.12000,1730.47000,1730.51000,352
2021.03.17,15:23,1730.51000,1731.29000,1730.43000,1730.55000,324
2021.03.17,15:24,1730.53000,1730.54000,1729.80000,1730.07000,346
2021.03.17,15:25,1730.07000,1731.09000,1730.07000,1731.07000,567
2021.03.17,15:26,1731.09000,1731.22000,1730.54000,1730.66000,315
2021.03.17,15:27,1730.66000,1730.66000,1729.71000,1729.80000,390
2021.03.17,15:28,1729.80000,1730.04000,1729.58000,1729.93000,352
2021.03.17,15:29,1729.93000,1730.00000,1729.31000,1729.35000,361
2021.03.17,15:30,1729.33000,1729.64000,1728.89000,1729.57000,447
2021.03.17,15:31,1729.57000,1730.52000,1729.47000,1730.23000,400
2021.03.17,15:32,1730.26000,1730.51000,1729.14000,1729.64000,506
2021.03.17,15:33,1729.64000,1729.71000,1728.66000,1728.80000,685
2021.03.17,15:34,1728.80000,1729.49000,1728.68000,1729.49000,421
2021.03.17,15:35,1729.48000,1729.71000,1728.77000,1728.77000,486
2021.03.17,15:36,1728.77000,1729.22000,1728.63000,1729.22000,373
2021.03.17,15:37,1729.17000,1729.39000,1728.82000,1728.89000,411
2021.03.17,15:38,1728.89000,1729.81000,1728.51000,1729.81000,447
2021.03.17,15:39,1729.81000,1730.97000,1729.72000,1730.67000,466
2021.03.17,15:40,1730.67000,1730.78000,1729.63000,1730.73000,523
2021.03.17,15:41,1730.73000,1730.93000,1730.41000,1730.81000,430
2021.03.17,15:42,1730.81000,1730.86000,1730.23000,1730.62000,486
2021.03.17,15:43,1730.61000,1730.95000,1730.37000,1730.71000,518
2021.03.17,15:44,1730.71000,1730.88000,1730.38000,1730.67000,302
2021.03.17,15:45,1730.67000,1731.59000,1730.63000,1731.48000,350
2021.03.17,15:46,1731.48000,1731.88000,1731.18000,1731.55000,391
2021.03.17,15:47,1731.52000,1731.62000,1730.58000,1730.89000,347
2021.03.17,15:48,1730.89000,1731.26000,1730.28000,1730.37000,293
2021.03.17,15:49,1730.37000,1730.93000,1730.30000,1730.40000,304
2021.03.17,15:50,1730.40000,1730.65000,1730.06000,1730.36000,342
2021.03.17,15:51,1730.35000,1730.45000,1730.21000,1730.26000,300
2021.03.17,15:52,1730.26000,1730.26000,1729.77000,1729.80000,251
2021.03.17,15:53,1729.80000,1730.18000,1729.31000,1729.83000,279
2021.03.17,15:54,1729.83000,1729.85000,1729.11000,1729.16000,230
2021.03.17,15:55,1729.16000,1729.84000,1729.06000,1729.80000,337
2021.03.17,15:56,1729.80000,1729.80000,1729.09000,1729.17000,301
2021.03.17,15:57,1729.17000,1729.56000,1729.07000,1729.38000,269
2021.03.17,15:58,1729.38000,1729.39000,1729.01000,1729.03000,229
2021.03.17,15:59,1729.03000,1729.31000,1728.80000,1729.20000,233
2021.03.17,16:00,1729.20000,1729.47000,1728.64000,1729.25000,437
2021.03.17,16:01,1729.25000,1729.26000,1728.38000,1729.12000,469
2021.03.17,16:02,1729.09000,1729.53000,1729.06000,1729.47000,428
2021.03.17,16:03,1729.47000,1729.69000,1729.17000,1729.64000,267
2021.03.17,16:04,1729.64000,1730.15000,1729.16000,1729.99000,236
2021.03.17,16:05,1729.99000,1729.99000,1729.29000,1729.54000,231
2021.03.17,16:06,1729.54000,1729.56000,1728.95000,1728.95000,270
2021.03.17,16:07,1728.95000,1729.40000,1728.45000,1729.21000,262
2021.03.17,16:08,1729.21000,1729.44000,1728.97000,1729.31000,258
2021.03.17,16:09,1729.29000,1729.66000,1728.86000,1729.64000,233
2021.03.17,16:10,1729.64000,1730.23000,1729.33000,1730.03000,287
2021.03.17,16:11,1730.03000,1730.84000,1730.02000,1730.75000,256
2021.03.17,16:12,1730.75000,1731.02000,1729.99000,1730.16000,270
2021.03.17,16:13,1730.15000,1730.22000,1729.41000,1729.41000,357
2021.03.17,16:14,1729.39000,1729.39000,1728.21000,1728.40000,460
2021.03.17,16:15,1728.40000,1729.00000,1728.27000,1728.68000,411
2021.03.17,16:16,1728.68000,1729.15000,1728.54000,1729.01000,286
2021.03.17,16:17,1729.01000,1729.63000,1728.95000,1729.44000,420
2021.03.17,16:18,1729.44000,1729.57000,1728.89000,1729.55000,290
2021.03.17,16:19,1729.55000,1729.85000,1729.15000,1729.68000,572
2021.03.17,16:20,1729.68000,1729.89000,1729.21000,1729.43000,431
2021.03.17,16:21,1729.43000,1730.32000,1729.34000,1730.32000,419
2021.03.17,16:22,1730.32000,1731.26000,1730.28000,1730.81000,643
2021.03.17,16:23,1730.81000,1731.30000,1730.76000,1730.81000,362
2021.03.17,16:24,1730.80000,1731.21000,1730.80000,1730.98000,171
